"date","close"
"2012-11-06",6.230000
"2012-11-07",6.308000
"2012-11-08",6.262000
"2012-11-09",6.064000
"2012-11-12",6.214000
"2012-11-13",6.322000
"2012-11-14",6.276000
"2012-11-15",6.164000
"2012-11-16",6.368000
"2012-11-19",6.584000
"2012-11-20",6.600000
"2012-11-21",6.494000
"2012-11-23",6.426000
"2012-11-26",6.454000
"2012-11-27",6.430000
"2012-11-28",6.646000
"2012-11-29",6.738000
"2012-11-30",6.764000
"2012-12-03",6.924000
"2012-12-04",6.780000
"2012-12-05",6.742000
"2012-12-06",6.780000
"2012-12-07",6.834000
"2012-12-10",6.914000
"2012-12-11",7.056000
"2012-12-12",7.052000
"2012-12-13",6.722000
"2012-12-14",6.762000
"2012-12-17",6.880000
"2012-12-18",6.918000
"2012-12-19",6.922000
"2012-12-20",6.886000
"2012-12-21",6.800000
"2012-12-24",6.856000
"2012-12-26",6.718000
"2012-12-27",6.738000
"2012-12-28",6.644000
"2012-12-31",6.774000
"2013-01-02",7.072000
"2013-01-03",6.954000
"2013-01-04",6.880000
"2013-01-07",6.868000
"2013-01-08",6.736000
"2013-01-09",6.728000
"2013-01-10",6.706000
"2013-01-11",6.582000
"2013-01-14",6.652000
"2013-01-15",6.780000
"2013-01-16",6.820000
"2013-01-17",6.876000
"2013-01-18",6.904000
"2013-01-22",7.038000
"2013-01-23",7.200000
"2013-01-24",7.398000
"2013-01-25",7.396000
"2013-01-28",7.606000
"2013-01-29",7.590000
"2013-01-30",7.504000
"2013-01-31",7.502000
"2013-02-01",7.660000
"2013-02-04",7.548000
"2013-02-05",7.626000
"2013-02-06",7.834000
"2013-02-07",7.896000
"2013-02-08",7.848000
"2013-02-11",7.684000
"2013-02-12",7.578000
"2013-02-13",7.690000
"2013-02-14",7.654000
"2013-02-15",7.408000
"2013-02-19",7.856000
"2013-02-20",7.708000
"2013-02-21",7.032000
"2013-02-22",7.222000
"2013-02-25",6.876000
"2013-02-26",6.886000
"2013-02-27",7.020000
"2013-02-28",6.966000
"2013-03-01",6.930000
"2013-03-04",7.116000
"2013-03-05",7.330000
"2013-03-06",7.538000
"2013-03-07",7.646000
"2013-03-08",7.694000
"2013-03-11",7.820000
"2013-03-12",7.824000
"2013-03-13",7.796000
"2013-03-14",7.370000
"2013-03-15",7.058000
"2013-03-18",7.030000
"2013-03-19",7.016000
"2013-03-20",7.190000
"2013-03-21",7.202000
"2013-03-22",7.324000
"2013-03-25",7.506000
"2013-03-26",7.572000
"2013-03-27",7.632000
"2013-03-28",7.578000
"2013-04-01",8.786000
"2013-04-02",8.868000
"2013-04-03",8.220000
"2013-04-04",8.402000
"2013-04-05",8.274000
"2013-04-08",8.366000
"2013-04-09",8.100000
"2013-04-10",8.372000
"2013-04-11",8.718000
"2013-04-12",8.750000
"2013-04-15",8.660000
"2013-04-16",9.118000
"2013-04-17",9.090000
"2013-04-18",9.394000
"2013-04-19",9.566000
"2013-04-22",10.038000
"2013-04-23",10.202000
"2013-04-24",10.086000
"2013-04-25",10.400000
"2013-04-26",10.240000
"2013-04-29",10.988000
"2013-04-30",10.798000
"2013-05-01",10.656000
"2013-05-02",10.822000
"2013-05-03",10.910000
"2013-05-06",11.900000
"2013-05-07",11.102000
"2013-05-08",11.158000
"2013-05-09",13.880000
"2013-05-10",15.352000
"2013-05-13",17.559999
"2013-05-14",16.648001
"2013-05-15",16.968000
"2013-05-16",18.450001
"2013-05-17",18.299999
"2013-05-20",17.988001
"2013-05-21",17.518000
"2013-05-22",17.448000
"2013-05-23",18.546000
"2013-05-24",19.416000
"2013-05-28",22.066000
"2013-05-29",20.926001
"2013-05-30",20.990000
"2013-05-31",19.552000
"2013-06-03",18.518000
"2013-06-04",18.968000
"2013-06-05",19.073999
"2013-06-06",19.469999
"2013-06-07",20.408001
"2013-06-10",20.010000
"2013-06-11",18.893999
"2013-06-12",19.546000
"2013-06-13",19.636000
"2013-06-14",20.059999
"2013-06-17",20.440001
"2013-06-18",20.677999
"2013-06-19",20.936001
"2013-06-20",20.129999
"2013-06-21",19.910000
"2013-06-24",20.298000
"2013-06-25",20.480000
"2013-06-26",21.143999
"2013-06-27",21.850000
"2013-06-28",21.472000
"2013-07-01",23.436001
"2013-07-02",23.563999
"2013-07-03",23.048000
"2013-07-05",24.018000
"2013-07-08",24.322001
"2013-07-09",24.690001
"2013-07-10",24.454000
"2013-07-11",25.122000
"2013-07-12",25.980000
"2013-07-15",25.452000
"2013-07-16",21.809999
"2013-07-17",24.049999
"2013-07-18",23.806000
"2013-07-19",23.936001
"2013-07-22",24.486000
"2013-07-23",24.548000
"2013-07-24",24.340000
"2013-07-25",24.813999
"2013-07-26",25.878000
"2013-07-29",26.924000
"2013-07-30",26.348000
"2013-07-31",26.856001
"2013-08-01",27.110001
"2013-08-02",27.600000
"2013-08-05",28.936001
"2013-08-06",28.430000
"2013-08-07",26.846001
"2013-08-08",30.695999
"2013-08-09",30.600000
"2013-08-12",29.476000
"2013-08-13",29.086000
"2013-08-14",27.872000
"2013-08-15",27.934000
"2013-08-16",28.400000
"2013-08-19",28.980000
"2013-08-20",29.916000
"2013-08-21",29.572001
"2013-08-22",31.420000
"2013-08-23",32.368000
"2013-08-26",32.844002
"2013-08-27",33.402000
"2013-08-28",33.290001
"2013-08-29",33.212002
"2013-08-30",33.799999
"2013-09-03",33.787998
"2013-09-04",34.124001
"2013-09-05",33.986000
"2013-09-06",33.394001
"2013-09-09",32.139999
"2013-09-10",33.273998
"2013-09-11",32.703999
"2013-09-12",32.986000
"2013-09-13",33.108002
"2013-09-16",33.316002
"2013-09-17",33.245998
"2013-09-18",33.243999
"2013-09-19",35.584000
"2013-09-20",36.678001
"2013-09-23",36.222000
"2013-09-24",36.466000
"2013-09-25",37.048000
"2013-09-26",37.728001
"2013-09-27",38.180000
"2013-09-30",38.674000
"2013-10-01",38.599998
"2013-10-02",36.189999
"2013-10-03",34.661999
"2013-10-04",36.195999
"2013-10-07",36.613998
"2013-10-08",34.945999
"2013-10-09",33.756001
"2013-10-10",34.585999
"2013-10-11",35.740002
"2013-10-14",35.944000
"2013-10-15",36.787998
"2013-10-16",36.712002
"2013-10-17",36.560001
"2013-10-18",36.680000
"2013-10-21",34.520000
"2013-10-22",34.307999
"2013-10-23",32.900002
"2013-10-24",34.630001
"2013-10-25",33.931999
"2013-10-28",32.571999
"2013-10-29",32.894001
"2013-10-30",31.844000
"2013-10-31",31.988001
"2013-11-01",32.433998
"2013-11-04",35.040001
"2013-11-05",35.362000
"2013-11-06",30.232000
"2013-11-07",27.954000
"2013-11-08",27.590000
"2013-11-11",28.940001
"2013-11-12",27.559999
"2013-11-13",27.740000
"2013-11-14",27.520000
"2013-11-15",27.090000
"2013-11-18",24.316000
"2013-11-19",25.218000
"2013-11-20",24.222000
"2013-11-21",24.420000
"2013-11-22",24.275999
"2013-11-25",24.167999
"2013-11-26",24.100000
"2013-11-27",25.388000
"2013-11-29",25.455999
"2013-12-02",24.834000
"2013-12-03",28.940001
"2013-12-04",27.790001
"2013-12-05",28.096001
"2013-12-06",27.472000
"2013-12-09",28.320000
"2013-12-10",28.438000
"2013-12-11",27.930000
"2013-12-12",29.493999
"2013-12-13",29.530001
"2013-12-16",29.587999
"2013-12-17",30.492001
"2013-12-18",29.596001
"2013-12-19",28.143999
"2013-12-20",28.648001
"2013-12-23",28.709999
"2013-12-24",30.282000
"2013-12-26",31.100000
"2013-12-27",30.224001
"2013-12-30",30.488001
"2013-12-31",30.086000
"2014-01-02",30.020000
"2014-01-03",29.912001
"2014-01-06",29.400000
"2014-01-07",29.872000
"2014-01-08",30.256001
"2014-01-09",29.506001
"2014-01-10",29.143999
"2014-01-13",27.868000
"2014-01-14",32.254002
"2014-01-15",32.826000
"2014-01-16",34.194000
"2014-01-17",34.001999
"2014-01-21",35.335999
"2014-01-22",35.712002
"2014-01-23",36.299999
"2014-01-24",34.919998
"2014-01-27",33.924000
"2014-01-28",35.675999
"2014-01-29",35.046001
"2014-01-30",36.568001
"2014-01-31",36.282001
"2014-02-03",35.422001
"2014-02-04",35.745998
"2014-02-05",34.883999
"2014-02-06",35.675999
"2014-02-07",37.306000
"2014-02-10",39.312000
"2014-02-11",39.324001
"2014-02-12",39.063999
"2014-02-13",39.925999
"2014-02-14",39.646000
"2014-02-18",40.740002
"2014-02-19",38.728001
"2014-02-20",41.993999
"2014-02-21",41.919998
"2014-02-24",43.529999
"2014-02-25",49.599998
"2014-02-26",50.599998
"2014-02-27",50.507999
"2014-02-28",48.962002
"2014-03-03",50.112000
"2014-03-04",50.967999
"2014-03-05",50.532001
"2014-03-06",50.588001
"2014-03-07",49.242001
"2014-03-10",47.768002
"2014-03-11",46.882000
"2014-03-12",48.298000
"2014-03-13",47.557999
"2014-03-14",46.194000
"2014-03-17",46.796001
"2014-03-18",48.007999
"2014-03-19",47.167999
"2014-03-20",46.981998
"2014-03-21",45.778000
"2014-03-24",44.034000
"2014-03-25",44.088001
"2014-03-26",42.591999
"2014-03-27",41.464001
"2014-03-28",42.473999
"2014-03-31",41.689999
"2014-04-01",43.394001
"2014-04-02",46.057999
"2014-04-03",45.080002
"2014-04-04",42.445999
"2014-04-07",41.504002
"2014-04-08",43.091999
"2014-04-09",43.386002
"2014-04-10",40.838001
"2014-04-11",40.756001
"2014-04-14",39.618000
"2014-04-15",38.782001
"2014-04-16",39.821999
"2014-04-17",39.624001
"2014-04-21",40.875999
"2014-04-22",43.728001
"2014-04-23",41.598000
"2014-04-24",41.571999
"2014-04-25",39.970001
"2014-04-28",39.702000
"2014-04-29",41.383999
"2014-04-30",41.577999
"2014-05-01",41.546001
"2014-05-02",42.181999
"2014-05-05",43.321999
"2014-05-06",41.456001
"2014-05-07",40.270000
"2014-05-08",35.717999
"2014-05-09",36.452000
"2014-05-12",36.933998
"2014-05-13",38.032001
"2014-05-14",38.124001
"2014-05-15",37.717999
"2014-05-16",38.312000
"2014-05-19",39.217999
"2014-05-20",39.060001
"2014-05-21",39.889999
"2014-05-22",40.976002
"2014-05-23",41.459999
"2014-05-27",42.312000
"2014-05-28",42.048000
"2014-05-29",42.048000
"2014-05-30",41.554001
"2014-06-02",40.939999
"2014-06-03",40.987999
"2014-06-04",40.798000
"2014-06-05",41.380001
"2014-06-06",41.633999
"2014-06-09",41.062000
"2014-06-10",40.459999
"2014-06-11",40.894001
"2014-06-12",40.703999
"2014-06-13",41.284000
"2014-06-16",44.922001
"2014-06-17",46.334000
"2014-06-18",45.424000
"2014-06-19",45.557999
"2014-06-20",45.917999
"2014-06-23",47.444000
"2014-06-24",46.500000
"2014-06-25",47.377998
"2014-06-26",47.119999
"2014-06-27",47.812000
"2014-06-30",48.012001
"2014-07-01",47.944000
"2014-07-02",45.886002
"2014-07-03",45.849998
"2014-07-07",44.532001
"2014-07-08",43.813999
"2014-07-09",44.612000
"2014-07-10",43.891998
"2014-07-11",43.625999
"2014-07-14",45.340000
"2014-07-15",43.916000
"2014-07-16",43.431999
"2014-07-17",43.080002
"2014-07-18",44.004002
"2014-07-21",44.108002
"2014-07-22",43.916000
"2014-07-23",44.498001
"2014-07-24",44.708000
"2014-07-25",44.714001
"2014-07-28",44.964001
"2014-07-29",45.001999
"2014-07-30",45.784000
"2014-07-31",44.660000
"2014-08-01",46.653999
"2014-08-04",47.703999
"2014-08-05",47.698002
"2014-08-06",49.785999
"2014-08-07",50.478001
"2014-08-08",49.625999
"2014-08-11",51.863998
"2014-08-12",51.992001
"2014-08-13",52.062000
"2014-08-14",52.276001
"2014-08-15",52.402000
"2014-08-18",51.987999
"2014-08-19",51.352001
"2014-08-20",51.141998
"2014-08-21",50.868000
"2014-08-22",51.355999
"2014-08-25",52.509998
"2014-08-26",52.348000
"2014-08-27",52.650002
"2014-08-28",52.771999
"2014-08-29",53.939999
"2014-09-02",56.824001
"2014-09-03",56.237999
"2014-09-04",57.208000
"2014-09-05",55.478001
"2014-09-08",56.422001
"2014-09-09",55.695999
"2014-09-10",56.220001
"2014-09-11",56.062000
"2014-09-12",55.840000
"2014-09-15",50.771999
"2014-09-16",52.147999
"2014-09-17",52.276001
"2014-09-18",52.764000
"2014-09-19",51.863998
"2014-09-22",50.006001
"2014-09-23",50.082001
"2014-09-24",50.428001
"2014-09-25",49.389999
"2014-09-26",49.320000
"2014-09-29",49.051998
"2014-09-30",48.535999
"2014-10-01",48.048000
"2014-10-02",50.284000
"2014-10-03",51.042000
